loan_id,applicant_name,pan_number,age,gender,city,state,education,employment_status,months_employed,employment_years,annual_income_inr,annual_income_stated_inr,property_ownership,loan_amount_inr,loan_purpose,loan_grade,interest_rate,loan_term_months,estimated_emi,application_date,app_year,app_month,app_quarter,credit_score,credit_tier,num_credit_lines,num_open_accounts,num_late_payments,dti_ratio,bankruptcies,loan_to_income_ratio,emi_to_income_ratio,monthly_income,income_discrepancy_pct,income_mismatch_flag,stable_employment,risk_score_raw,risk_category,high_risk_flag,ml_default_probability,ml_risk_flag,default_status,default_label
LN1000487,Suresh Srinivasan,JSQJB3424L,34.0,Male,Chennai,Tamil Nadu,Graduate,Retired,23.0,1.9,312777.0,265989,Mortgaged,135281,Consumer Durables,F,11.78,60,1327.0,2023-09-20,2023.0,9.0,3.0,563.0,Very Poor (<600),14,2,1.0,20.23,0,0.4325,0.0509,26065.0,-14.96,0,0,3.02,Medium Risk,1,0.4234,0,1,Default
LN1000488,Gaurav Menon,QRSQG4626V,35.0,Male,Delhi,Delhi,Illiterate,Unemployed,115.0,9.6,750644.0,788342,Own,480022,Consumer Durables,B,11.69,48,4675.0,2020-07-31,2020.0,7.0,3.0,784.0,Excellent (750+),13,6,0.0,43.57,0,0.6395,0.0747,62554.0,5.02,0,1,1.98,Low Risk,0,0.0955,0,0,No Default
LN1000489,Kavya Shah,VAUQX3595G,21.0,Female,Ghaziabad,Uttar Pradesh,10th Pass,Part-Time,12.0,1.0,442765.0,491589,Mortgaged,913187,Travel,C,12.64,60,9618.0,2024-12-03,2024.0,12.0,4.0,720.0,Good (700-749),3,4,0.0,24.15,0,2.0625,0.2607,36897.0,11.03,0,0,2.34,Low Risk,0,0.6596,1,0,No Default
LN1000490,Anil Bhat,WELRN5857Y,34.0,Male,Pune,Maharashtra,Post-Graduate,Salaried,10.0,0.8,560874.0,528219,Own,390666,Business Expansion,E,15.34,36,4993.0,2020-10-02,2020.0,10.0,4.0,649.0,Poor (600-649),13,6,1.0,54.0,0,0.6965,0.1068,46740.0,-5.82,0,0,3.45,Medium Risk,1,0.6141,1,0,No Default
LN1000491,Krishna Bhosale,WSCQU3179M,28.0,Male,Jodhpur,Rajasthan,12th Pass,Part-Time,32.0,2.7,249062.0,252621,Rented,192018,Personal Use,B,12.64,60,2022.0,2021-06-25,2021.0,6.0,2.0,768.0,Excellent (750+),2,10,3.0,20.43,0,0.771,0.0974,20755.0,1.43,0,1,2.74,Low Risk,0,0.2975,0,0,No Default
LN1000492,Yash Shukla,SAEMC7442N,35.0,Male,Vadodara,Gujarat,Graduate,Unemployed,72.0,6.0,310643.0,313792,Parental Home,708280,Travel,E,13.01,36,7678.0,2020-08-24,2020.0,8.0,3.0,656.0,Fair (650-699),9,9,2.0,33.3,1,2.28,0.2966,25887.0,1.01,0,1,4.57,Medium Risk,1,0.9773,1,1,Default
LN1000493,Rahul Bhosale,EJSFE9481B,49.0,Male,Agra,Uttar Pradesh,Graduate,Government Employee,40.0,3.3,335983.0,436211,Own,576356,Personal Use,F,11.47,48,5508.0,2024-12-27,2024.0,12.0,4.0,581.0,Very Poor (<600),13,10,1.0,35.03,0,1.7154,0.1967,27999.0,29.83,1,1,3.71,Medium Risk,1,0.8896,1,1,Default
LN1000494,Zubin Nair,TVEZW4916C,22.0,Male,Bhopal,Madhya Pradesh,Graduate,Government Employee,12.0,1.0,739715.0,801900,Parental Home,176617,Credit Card Payoff,B,8.28,24,1218.0,2020-08-07,2020.0,8.0,3.0,771.0,Excellent (750+),8,12,0.0,20.19,0,0.2388,0.0198,61643.0,8.41,0,0,1.34,Low Risk,0,0.0248,0,0,No Default
LN1000495,Mona Chaudhary,HJHIP4610Y,43.0,Female,Ghaziabad,Uttar Pradesh,10th Pass,Contract/Freelance,1.0,0.1,433104.5,1692759,Rented,473069,,D,13.95,72,5498.0,2024-02-29,2024.0,2.0,1.0,693.0,Fair (650-699),16,9,1.0,46.12,0,0.3909,0.1523,36092.0,290.84,1,0,2.89,Low Risk,0,0.3495,0,0,No Default
LN1000496,Dev Malhotra,YRUBF7359I,32.0,Male,Chennai,Tamil Nadu,12th Pass,Part-Time,46.0,3.8,433104.5,272393,Parental Home,728021,Personal Use,F,15.71,60,9530.0,2023-02-07,2023.0,2.0,1.0,567.0,Very Poor (<600),3,9,3.0,43.03,2,2.6676,0.264,36092.0,-37.11,0,1,6.61,High Risk,1,0.9995,1,1,Default
LN1000497,Roshni Chaudhary,YMILJ8989V,32.0,Female,Jodhpur,Rajasthan,Graduate,Self-Employed,6.0,0.5,844169.0,842278,Mortgaged,828459,Vehicle Purchase,E,14.45,60,9975.0,2020-11-14,2020.0,11.0,4.0,634.0,Poor (600-649),13,9,1.0,53.14,0,0.9814,0.1418,70347.0,-0.22,0,0,3.61,Medium Risk,1,0.7136,1,1,Default
LN1000498,Manish Banerjee,KPZWU0848E,42.0,Male,Agra,Uttar Pradesh,Graduate,Unemployed,20.0,1.7,150000.0,184876,Parental Home,345755,Personal Use,F,12.64,24,3641.0,2021-07-11,2021.0,7.0,3.0,579.0,Very Poor (<600),4,3,0.0,8.3,0,2.305,0.2913,12500.0,23.25,1,0,2.85,Low Risk,1,0.8924,1,1,Default
LN1000499,Pradeep Bansal,ADNYT2468Q,38.0,Male,Jaipur,Rajasthan,Professional Degree,Government Employee,54.0,4.5,216097.0,147338,Own,281910,Education Fees,G,15.4,12,3617.0,2021-07-31,2021.0,7.0,3.0,653.0,Fair (650-699),18,12,2.0,50.96,0,1.3046,0.2009,18008.0,-31.82,0,1,3.95,Medium Risk,1,0.848,1,1,Default
LN1000500,Anu Sinha,KEZYV0308K,40.0,Female,Kochi,Kerala,Professional Degree,Retired,4.0,0.3,248881.0,292951,Mortgaged,855200,Consumer Durables,C,15.77,36,11238.0,2023-05-23,2023.0,5.0,2.0,724.0,Good (700-749),2,11,0.0,72.58,0,3.4362,0.5419,20740.0,17.71,0,0,3.84,Medium Risk,1,0.9834,1,1,Default
LN1000501,Devesh Pawar,RGMTU3994V,44.0,Male,Pune,Maharashtra,Illiterate,Government Employee,32.0,2.7,196515.0,205571,Company Provided,155264,Debt Consolidation,A,11.19,48,1447.0,2021-03-07,2021.0,3.0,1.0,802.0,Excellent (750+),15,14,0.0,28.23,0,0.7901,0.0884,16376.0,4.61,0,1,1.54,Low Risk,0,0.0998,0,0,No Default
LN1000502,Isha Bansal,WXTHF1558Q,31.0,Female,Visakhapatnam,Andhra Pradesh,10th Pass,Part-Time,3.0,0.2,171073.0,184242,Own,492379,Vehicle Purchase,G,16.1,60,6605.0,2024-01-09,2024.0,1.0,1.0,653.0,Fair (650-699),17,9,1.0,63.43,0,2.8782,0.4633,14256.0,7.7,0,0,4.39,Medium Risk,1,0.9831,1,1,Default
LN1000503,Pooja Patel,AMCVZ9489P,28.0,Female,Vadodara,Gujarat,Professional Degree,Government Employee,265.0,22.1,566821.0,572303,Parental Home,138826,Consumer Durables,D,12.43,36,1437.0,2021-12-03,2021.0,12.0,4.0,695.0,Fair (650-699),10,3,2.0,35.03,0,0.2449,0.0304,47235.0,0.97,0,1,2.95,Low Risk,0,0.1396,0,0,No Default
LN1000504,Disha Goel,RGFTR0471K,24.0,Female,Chandigarh,Punjab,Illiterate,Contract/Freelance,23.0,1.9,389087.0,446862,Company Provided,763572,Credit Card Payoff,F,11.44,36,7278.0,2021-02-20,2021.0,2.0,1.0,597.0,Very Poor (<600),1,10,2.0,14.41,2,1.9625,0.2245,32424.0,14.85,0,0,5.08,High Risk,1,0.9896,1,1,Default
LN1000505,Archana Menon,XTFGM8115X,26.0,Female,Noida,Uttar Pradesh,Professional Degree,Part-Time,113.0,9.4,555510.0,434979,Parental Home,302358,Travel,F,14.12,36,3557.0,2023-11-08,2023.0,11.0,4.0,611.0,Poor (600-649),6,3,2.0,30.42,0,0.5443,0.0768,46292.0,-21.7,0,1,3.43,Medium Risk,0,0.522,0,1,Default
LN1000506,Mahesh Mittal,MUIFO9039X,64.0,Male,Varanasi,Uttar Pradesh,Post-Graduate,Unemployed,16.0,1.3,669498.0,634985,Parental Home,880291,Credit Card Payoff,F,15.04,60,11032.0,2023-07-22,2023.0,7.0,3.0,602.0,Poor (600-649),3,5,1.0,50.72,2,1.3149,0.1977,55792.0,-5.16,0,0,5.34,High Risk,1,0.9877,1,1,Default
LN1000507,Naresh Singh,TJQOW8210C,47.0,Male,Coimbatore,Tamil Nadu,,Government Employee,67.0,5.6,518850.0,702469,Company Provided,510930,Business Expansion,F,12.01,36,5113.0,2024-10-12,2024.0,10.0,4.0,580.0,Very Poor (<600),19,6,1.0,22.43,0,0.9847,0.1183,43238.0,35.39,1,1,3.16,Medium Risk,1,0.6503,1,1,Default
LN1000508,Anil Bhat,IPEYO1337J,21.0,Male,Vadodara,Gujarat,Graduate,Self-Employed,11.0,0.9,656486.0,702179,Own,153851,Business Expansion,E,11.9,84,1525.0,2021-06-24,2021.0,6.0,2.0,653.0,Fair (650-699),7,9,0.0,25.99,0,0.2344,0.0279,54707.0,6.96,0,0,2.17,Low Risk,0,0.1387,0,0,No Default
LN1000509,Anjali Narang,BNWZI3675T,21.0,Female,Jaipur,Rajasthan,Illiterate,Salaried,33.0,2.8,424335.0,374531,Company Provided,981894,Wedding Expenses,F,12.88,24,10538.0,2022-11-01,2022.0,11.0,4.0,583.0,Very Poor (<600),13,1,0.0,43.9,0,2.314,0.298,35361.0,-11.74,0,1,3.72,Medium Risk,1,0.95,1,1,Default
LN1000510,Yogesh Deshpande,PCAWI8226E,39.0,Male,Noida,Uttar Pradesh,12th Pass,Self-Employed,83.0,6.9,217032.0,232069,Company Provided,1072895,Vehicle Purchase,D,12.46,60,11139.0,2022-09-27,2022.0,9.0,3.0,671.0,Fair (650-699),13,8,0.0,35.05,0,4.9435,0.6159,18086.0,6.93,0,1,3.21,Medium Risk,0,0.9965,1,1,Default
LN1000511,Simran Doshi,PDRUS5391W,40.0,Female,Bengaluru,Karnataka,,Government Employee,81.0,6.8,834583.0,978202,Rented,671722,Wedding Expenses,E,12.83,48,7181.0,2021-05-29,2021.0,5.0,2.0,645.0,Poor (600-649),17,14,2.0,43.77,1,0.8049,0.1033,69549.0,17.21,0,1,4.4,Medium Risk,1,0.8341,1,1,Default
LN1000512,Dinesh Bhat,OQFHZ0817X,40.0,Male,Kanpur,Uttar Pradesh,Graduate,Retired,75.0,6.2,310684.0,333838,Rented,212540,Debt Consolidation,E,14.39,36,2548.0,2024-09-28,2024.0,9.0,3.0,630.0,Poor (600-649),1,14,3.0,38.57,0,0.6841,0.0984,25890.0,7.45,0,1,3.97,Medium Risk,0,0.7026,1,1,Default
LN1000513,Ajay Sharma,YFTYU8728F,32.0,Male,Kolkata,West Bengal,12th Pass,Self-Employed,83.0,6.9,252367.0,263244,Mortgaged,292374,Personal Use,F,14.47,60,3525.0,2020-04-14,2020.0,4.0,2.0,577.0,Very Poor (<600),14,4,2.0,42.19,0,1.1585,0.1676,21031.0,4.31,0,1,4.13,Medium Risk,1,0.864,1,1,Default
LN1000514,Varun Shah,ZOIRZ7352W,33.0,Male,Kochi,Kerala,Post-Graduate,Salaried,11.0,0.9,397618.0,386264,Rented,401033,Personal Use,F,12.01,36,4013.0,2020-07-08,2020.0,7.0,3.0,603.0,Poor (600-649),3,10,2.0,28.52,0,1.0086,0.1211,33135.0,-2.86,0,0,3.58,Medium Risk,0,0.6873,1,1,Default
LN1000515,Hitesh Joshi,XSOCI7809J,38.0,Male,Noida,Uttar Pradesh,Diploma,Unemployed,31.0,2.6,255841.0,222617,Parental Home,221328,Personal Use,D,13.28,60,2448.0,2023-07-23,2023.0,7.0,3.0,710.0,Good (700-749),14,7,1.0,38.48,0,0.8651,0.1148,21320.0,-12.99,0,1,2.76,Low Risk,0,0.4156,0,1,Default
LN1000516,Yogesh Krishnan,LEDSH1277A,35.0,Male,Jodhpur,Rajasthan,Graduate,Government Employee,32.0,2.7,344394.0,268430,Company Provided,1184276,Consumer Durables,D,10.76,60,10618.0,2022-05-17,2022.0,5.0,2.0,690.0,Fair (650-699),1,6,0.0,21.09,2,3.4387,0.37,28700.0,-22.06,0,1,4.25,Medium Risk,1,0.996,1,1,Default
LN1000517,Mohan Pandey,JWCUW3961B,21.0,Male,Thane,Maharashtra,10th Pass,Government Employee,106.0,8.8,543851.0,508666,Rented,400724,Credit Card Payoff,F,17.35,24,5793.0,2024-08-25,2024.0,8.0,3.0,571.0,Very Poor (<600),16,6,2.0,54.33,0,0.7368,0.1278,45321.0,-6.47,0,1,4.32,Medium Risk,1,0.8567,1,0,No Default
LN1000518,Omkar Dubey,CZEBZ6596M,32.0,Male,Delhi,Delhi,12th Pass,Retired,16.0,1.3,545252.0,685379,Own,54592,Business Expansion,E,11.6,60,527.0,2021-07-20,2021.0,7.0,3.0,657.0,Fair (650-699),10,7,1.0,25.49,0,0.1001,0.0116,45438.0,25.7,1,0,2.49,Low Risk,0,0.1659,0,0,No Default
LN1000519,Mukesh Gupta,GDKHP1779V,26.0,Male,Meerut,Uttar Pradesh,Professional Degree,Contract/Freelance,128.0,10.7,258151.0,257195,Company Provided,459341,Personal Use,D,12.76,60,4883.0,2020-03-31,2020.0,3.0,1.0,710.0,Good (700-749),13,4,1.0,51.93,0,1.7794,0.227,21513.0,-0.37,0,1,3.4,Medium Risk,1,0.7356,1,1,Default
LN1000520,Kiran Singh,RUWQH6310P,36.0,Male,Thane,Maharashtra,Graduate,Retired,28.0,2.3,330174.0,341920,Own,283875,Personal Use,G,12.45,60,2944.0,2020-01-08,2020.0,1.0,1.0,516.0,Very Poor (<600),4,6,0.0,31.5,2,0.8598,0.107,27514.0,3.56,0,1,4.81,Medium Risk,1,0.9712,1,1,Default
LN1000521,Abhishek Khanna,QXFPZ4605M,64.0,Male,Nashik,Maharashtra,Illiterate,Government Employee,53.0,4.4,842896.0,700961,Company Provided,343709,Wedding Expenses,D,12.83,36,3674.0,2021-11-14,2021.0,11.0,4.0,693.0,Fair (650-699),9,3,0.0,35.03,0,0.4078,0.0523,70241.0,-16.84,0,1,2.22,Low Risk,0,0.1618,0,0,No Default
LN1000522,Meera Pandey,MQLOC0971W,38.0,Female,Guwahati,Assam,Illiterate,Part-Time,15.0,1.2,595907.0,632237,Rented,279838,Home Renovation,F,13.68,24,3189.0,2024-04-28,2024.0,4.0,2.0,596.0,Very Poor (<600),14,5,2.0,27.58,0,0.4696,0.0642,49659.0,6.1,0,0,3.42,Medium Risk,1,0.5292,0,0,No Default
LN1000523,Aditi Bhat,AONVM5577D,31.0,Female,Noida,Uttar Pradesh,Graduate,Retired,25.0,2.1,1536532.0,1535726,Own,637259,Business Expansion,D,11.32,36,6010.0,2020-09-24,2020.0,9.0,3.0,695.0,Fair (650-699),4,13,1.0,19.76,0,0.4147,0.0469,128044.0,-0.05,0,1,2.23,Low Risk,0,0.115,0,0,No Default
LN1000524,Ashok Tiwari,TFRDW6043B,44.0,Male,Delhi,Delhi,Illiterate,Self-Employed,59.0,4.9,898136.0,907122,Mortgaged,793160,Medical Emergency,F,10.14,72,6701.0,2023-07-28,2023.0,7.0,3.0,588.0,Very Poor (<600),10,13,1.0,8.83,0,0.8831,0.0895,74845.0,1.0,0,1,2.74,Low Risk,1,0.4059,0,1,Default
LN1000525,Chetan Dixit,DFEOW0953R,39.0,Male,Thane,Maharashtra,Graduate,,34.0,2.8,879031.0,853409,Parental Home,441590,Debt Consolidation,G,14.16,72,5210.0,2021-06-20,2021.0,6.0,2.0,505.0,Very Poor (<600),8,14,5.0,19.17,0,0.5024,0.0711,73253.0,-2.91,0,1,4.95,Medium Risk,1,0.876,1,1,Default
LN1000526,Omkar Khanna,EZRGB9925E,39.0,Male,Coimbatore,Tamil Nadu,Post-Graduate,Retired,128.0,10.7,192389.0,187186,Company Provided,285638,Business Expansion,G,11.81,36,2810.0,2020-11-26,2020.0,11.0,4.0,519.0,Very Poor (<600),3,13,2.0,30.14,0,1.4847,0.1753,16032.0,-2.7,0,1,4.27,Medium Risk,1,0.8988,1,1,Default
LN1000527,Kiran Kulkarni,PSNZJ5208H,41.0,Female,Noida,Uttar Pradesh,12th Pass,Part-Time,64.0,5.3,699636.0,716078,Rented,351886,Medical Emergency,E,14.91,36,4371.0,2024-02-27,2024.0,2.0,1.0,653.0,Fair (650-699),7,2,3.0,38.18,0,0.503,0.075,58303.0,2.35,0,1,3.76,Medium Risk,0,0.5785,0,1,Default
LN1000528,Yash Doshi,ADWFD5527N,55.0,Male,Amritsar,Punjab,10th Pass,Unemployed,39.0,3.2,428538.0,452226,Parental Home,367221,Vehicle Purchase,E,13.47,60,4121.0,2022-06-23,2022.0,6.0,2.0,670.0,Fair (650-699),10,3,0.0,50.16,0,0.8569,0.1154,35712.0,5.53,0,1,2.88,Low Risk,1,0.4808,0,1,Default
LN1000529,Sonali Mehta,BGJXK0246R,23.0,Female,Ahmedabad,Gujarat,Diploma,,104.0,8.7,317874.0,229196,Rented,206550,Credit Card Payoff,F,11.11,60,1911.0,2023-02-03,2023.0,2.0,1.0,577.0,Very Poor (<600),3,13,1.0,28.31,0,0.6498,0.0721,26490.0,-27.9,0,1,3.21,Medium Risk,1,0.4712,0,1,Default
LN1000530,Vikram Shah,FQHQQ7565F,39.0,Male,Surat,Gujarat,Diploma,Part-Time,52.0,4.3,489338.0,395316,Own,543209,,D,11.07,60,5010.0,2023-12-16,2023.0,12.0,4.0,701.0,Good (700-749),2,9,1.0,21.77,0,1.1101,0.1229,40778.0,-19.21,0,1,2.48,Low Risk,0,0.352,0,0,No Default
LN1000531,Kiran Pandey,KDZLA6011R,25.0,Male,Pune,Maharashtra,Graduate,Retired,50.0,4.2,780060.0,765141,Own,499833,Travel,G,13.12,12,5464.0,2022-05-25,2022.0,5.0,2.0,517.0,Very Poor (<600),15,6,2.0,13.36,2,0.6408,0.0841,65005.0,-1.91,0,1,5.08,High Risk,1,0.9661,1,1,Default
LN1000532,Nandini Yadav,KICXU1720H,40.0,Female,Thane,Maharashtra,12th Pass,,13.0,1.1,597493.0,716000,Company Provided,1064812,Business Expansion,E,13.7,12,12156.0,2023-02-22,2023.0,2.0,1.0,644.0,Poor (600-649),9,3,0.0,42.2,0,1.7821,0.2441,49791.0,19.83,0,0,3.14,Medium Risk,0,0.8175,1,1,Default
LN1000533,Akash Pandey,JCYES3845W,25.0,Male,Jodhpur,Rajasthan,Graduate,Government Employee,24.0,2.0,261167.0,221351,Company Provided,872174,Home Renovation,F,16.71,36,12144.0,2020-01-20,2020.0,1.0,1.0,553.0,Very Poor (<600),15,2,1.0,55.75,0,3.3395,0.558,21764.0,-15.25,0,1,4.82,Medium Risk,1,0.9969,1,1,Default
LN1000534,Omkar Desai,OHHCB3718V,30.0,Male,Aurangabad,Maharashtra,,Salaried,55.0,4.6,690710.0,792299,Own,224140,Personal Use,F,16.91,24,3158.0,2020-08-17,2020.0,8.0,3.0,597.0,Very Poor (<600),17,5,2.0,53.99,0,0.3245,0.0549,57559.0,14.71,0,1,4.03,Medium Risk,1,0.7076,1,0,No Default
LN1000535,Meera Narang,ZNPWM1051E,32.0,Female,Visakhapatnam,Andhra Pradesh,12th Pass,Retired,106.0,8.8,301778.0,394876,Parental Home,643198,Vehicle Purchase,E,11.05,60,5922.0,2020-06-03,2020.0,6.0,2.0,653.0,Fair (650-699),7,10,1.0,45.65,0,2.1314,0.2355,25148.0,30.85,1,1,3.69,Medium Risk,0,0.8836,1,1,Default
LN1000536,Chetan Dubey,DOGXQ3764O,44.0,Male,Bhopal,Madhya Pradesh,Post-Graduate,,18.0,1.5,503837.0,513916,Own,186154,Medical Emergency,F,16.08,48,2493.0,2024-12-13,2024.0,12.0,4.0,581.0,Very Poor (<600),18,14,1.0,44.58,0,0.3695,0.0594,41986.0,2.0,0,0,3.5,Medium Risk,1,0.6219,1,1,Default
LN1000537,Chetan Gupta,EZUNH4988J,44.0,Male,Rajkot,Gujarat,,Retired,11.0,0.9,368792.0,366100,Parental Home,589572,Education Fees,F,15.78,60,7752.0,2023-11-16,2023.0,11.0,4.0,619.0,Poor (600-649),15,5,2.0,60.46,0,1.5987,0.2522,30733.0,-0.73,0,0,4.48,Medium Risk,1,0.94,1,1,Default
LN1000538,Amit Gupta,QCHUV6020S,22.0,Male,Raipur,Chhattisgarh,Illiterate,Retired,43.0,3.6,387968.0,442536,Rented,252298,Education Fees,C,13.39,24,2814.0,2020-11-01,2020.0,11.0,4.0,730.0,Good (700-749),18,1,4.0,39.98,0,0.6503,0.087,32331.0,14.07,0,1,3.81,Medium Risk,1,0.5309,0,0,No Default
LN1000539,Kavita Bose,BTOMW9457P,35.0,Female,Gurgaon,Haryana,Post-Graduate,Government Employee,3.0,0.2,700637.0,754138,Own,176967,Travel,F,13.69,48,2018.0,2023-01-22,2023.0,1.0,1.0,603.0,Poor (600-649),12,3,1.0,44.69,0,0.2526,0.0346,58386.0,7.64,0,0,3.33,Medium Risk,0,0.4265,0,0,No Default
LN1000540,Gayatri Patil,MRRND0180N,27.0,Female,Mumbai,Maharashtra,Graduate,Part-Time,60.0,5.0,237016.0,229107,Parental Home,440661,Consumer Durables,C,12.66,48,4648.0,2020-03-14,2020.0,3.0,1.0,716.0,Good (700-749),8,7,4.0,30.19,0,1.8592,0.2353,19751.0,-3.34,0,1,4.05,Medium Risk,1,0.8596,1,0,No Default
LN1000541,Dinesh Jain,STGTY8856T,22.0,Male,Ludhiana,Punjab,Professional Degree,Unemployed,58.0,4.8,1421349.0,1564751,Mortgaged,55703,Education Fees,F,12.33,36,571.0,2024-09-05,2024.0,9.0,3.0,559.0,Very Poor (<600),2,9,1.0,14.57,0,0.0392,0.0048,118446.0,10.09,0,1,2.77,Low Risk,1,0.1839,0,0,No Default
LN1000542,Archana Desai,LEYTX1313B,32.0,Female,Agra,Uttar Pradesh,Diploma,Retired,21.0,1.8,150000.0,143568,Mortgaged,106331,Travel,D,10.72,48,949.0,2022-01-26,2022.0,1.0,1.0,692.0,Fair (650-699),2,5,0.0,24.74,0,0.7089,0.0759,12500.0,-4.29,0,0,2.07,Low Risk,0,0.1857,0,0,No Default
LN1000543,Aakash More,KJJCX2571J,31.0,Male,Noida,Uttar Pradesh,Illiterate,Self-Employed,107.0,8.9,309093.0,391437,Company Provided,319897,Debt Consolidation,B,10.63,48,2833.0,2023-04-07,2023.0,4.0,2.0,765.0,Excellent (750+),5,4,1.0,34.86,0,1.035,0.11,25758.0,26.64,1,1,2.4,Low Risk,0,0.2463,0,0,No Default
LN1000544,Chetan Joshi,MGAQK9995B,59.0,Male,Ludhiana,Punjab,10th Pass,Unemployed,33.0,2.8,552454.0,567811,Mortgaged,383735,Debt Consolidation,G,15.24,72,4872.0,2023-02-05,2023.0,2.0,1.0,452.0,Very Poor (<600),1,3,3.0,35.91,0,0.6946,0.1058,46038.0,2.78,0,1,4.94,Medium Risk,1,0.9395,1,1,Default
LN1000545,Nikhil Jadhav,YXWBA4213X,39.0,Male,Nashik,Maharashtra,12th Pass,Unemployed,49.0,4.1,628184.0,705779,Parental Home,279701,Credit Card Payoff,F,21.62,12,5038.0,2020-10-30,2020.0,10.0,4.0,586.0,Very Poor (<600),4,10,5.0,63.89,0,0.4453,0.0962,52349.0,12.35,0,1,5.58,High Risk,1,0.9584,1,1,Default
LN1000546,Sonali Chaudhary,EJCMC5114E,21.0,Female,Guwahati,Assam,Professional Degree,Government Employee,11.0,0.9,416530.0,545530,Company Provided,119897,Consumer Durables,D,13.72,60,1370.0,2022-05-30,2022.0,5.0,2.0,696.0,Fair (650-699),6,13,3.0,35.03,0,0.2878,0.0395,34711.0,30.97,1,0,3.36,Medium Risk,0,0.3965,0,0,No Default
LN1000547,Divya Dubey,UGMJJ8529V,29.0,Female,Faridabad,Haryana,12th Pass,Contract/Freelance,25.0,2.1,427438.0,441499,Mortgaged,204326,Personal Use,E,15.62,84,2659.0,2020-09-18,2020.0,9.0,3.0,633.0,Poor (600-649),13,9,3.0,52.68,0,0.478,0.0746,35620.0,3.29,0,1,4.23,Medium Risk,1,0.7488,1,1,Default
LN1000548,Yash Mukherjee,VEJLJ8110M,45.0,Male,Amritsar,Punjab,12th Pass,Salaried,95.0,7.9,433104.5,536170,Company Provided,476320,Consumer Durables,D,9.15,60,3631.0,2020-03-26,2020.0,3.0,1.0,679.0,Fair (650-699),19,14,0.0,28.47,0,0.8416,0.1006,36092.0,23.8,1,1,2.28,Low Risk,0,0.2242,0,0,No Default
LN1000549,Umesh Hegde,KIARY9914P,55.0,Male,Gurgaon,Haryana,Professional Degree,Contract/Freelance,11.0,0.9,385138.0,375179,Company Provided,544295,Travel,F,12.64,60,5732.0,2021-09-23,2021.0,9.0,3.0,601.0,Poor (600-649),11,7,2.0,30.32,0,1.4132,0.1786,32095.0,-2.59,0,0,3.77,Medium Risk,0,0.8297,1,1,Default
LN1000550,Shreya Yadav,USITW5983D,21.0,Female,Ghaziabad,Uttar Pradesh,Professional Degree,Retired,23.0,1.9,1020607.0,1081312,Own,358127,Debt Consolidation,E,8.81,24,2628.0,2022-01-16,2022.0,1.0,1.0,656.0,Fair (650-699),13,12,1.0,15.06,0,0.3509,0.0309,85051.0,5.95,0,0,2.32,Low Risk,0,0.1018,0,0,No Default
LN1000551,Anu Deshpande,YUDIA6084T,21.0,Female,Delhi,Delhi,Professional Degree,Retired,18.0,1.5,732053.0,760238,Parental Home,814055,Agriculture,E,11.31,48,7671.0,2024-06-18,2024.0,6.0,2.0,637.0,Poor (600-649),8,7,1.0,23.87,0,1.112,0.1257,61004.0,3.85,0,0,2.9,Low Risk,0,0.5098,0,0,No Default
LN1000552,Anu Kapoor,TLHMT2152Y,53.0,Female,Bhubaneswar,Odisha,Illiterate,Salaried,7.0,0.6,746905.0,771743,Rented,478388,Medical Emergency,C,13.64,60,5437.0,2024-10-28,2024.0,10.0,4.0,743.0,Good (700-749),7,14,1.0,42.9,0,0.6405,0.0874,62242.0,3.33,0,0,2.6,Low Risk,0,0.2547,0,0,No Default
LN1000553,Devesh Bose,CGSRL4717T,38.0,Male,Patna,Bihar,Diploma,Contract/Freelance,16.0,1.3,247782.0,275647,Rented,214653,Credit Card Payoff,E,14.1,48,2521.0,2020-03-22,2020.0,3.0,1.0,670.0,Fair (650-699),13,13,1.0,35.11,0,0.8663,0.1221,20648.0,11.25,0,0,2.91,Low Risk,0,0.5002,0,1,Default
LN1000554,Abhilasha Hegde,EZPQF1099N,26.0,Female,Kanpur,Uttar Pradesh,Professional Degree,Part-Time,12.0,1.0,421833.0,454856,Company Provided,297642,Personal Use,D,15.15,36,3757.0,2022-01-02,2022.0,1.0,1.0,677.0,Fair (650-699),1,8,1.0,49.14,0,0.7056,0.1069,35153.0,7.83,0,0,3.16,Medium Risk,0,0.5256,0,0,No Default
LN1000555,Ankita Kulkarni,AFWJN7924B,40.0,Female,Gurgaon,Haryana,Graduate,Part-Time,123.0,10.2,369431.0,365982,Own,135671,Debt Consolidation,F,14.31,72,1617.0,2021-03-06,2021.0,3.0,1.0,617.0,Poor (600-649),6,10,2.0,37.72,0,0.3672,0.0525,30786.0,-0.93,0,1,3.52,Medium Risk,0,0.4915,0,1,Default
LN1000556,Pooja Pandey,NQHHH3430B,21.0,Female,Mumbai,Maharashtra,10th Pass,Unemployed,64.0,5.3,241986.0,256895,Mortgaged,335810,Home Renovation,F,11.59,48,3242.0,2023-10-28,2023.0,10.0,4.0,610.0,Poor (600-649),7,1,2.0,29.71,0,1.3877,0.1608,20166.0,6.16,0,1,3.7,Medium Risk,0,0.7835,1,1,Default
